ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60602,25,06/14/2020,06/20/2020,0,13,0,1045,19,204,1527,16398.7,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-25,POINT (-87.628309 41.883136)
60637,2,01/10/2021,01/16/2021,88,2601,185,5481.1,4104,76132,8648,160433.3,0.0,0.0,2,50,4.2,105.4,47454,60637-2021-2,POINT (-87.604053 41.780991)
60657,46,11/08/2020,11/14/2020,400,2436,571,3477.4,3793,47415,5414,67685.4,0.1,0.0,1,33,1.4,47.1,70052,60657-2020-46,POINT (-87.658216 41.939715)
60623,18,04/26/2020,05/02/2020,679,1705,790,1983,1277,3399,1485,3953.3,0.5,0.4,17,55,19.8,64.0,85979,60623-2020-18,POINT (-87.717446 41.850321)
60659,48,11/22/2020,11/28/2020,137,2261,334,5505.5,1059,21003,2579,51142,0.1,0.1,1,53,2.4,129.1,41068,60659-2020-48,POINT (-87.703266 41.990803)
60617,39,09/20/2020,09/26/2020,58,2202,70,2668,1309,27639,1586,33488,0.1,0.1,1,81,1.2,98.1,82534,60617-2020-39,POINT (-87.556897 41.721257)
60647,39,09/20/2020,09/26/2020,60,2324,69,2655.7,2611,39851,2984,45539.3,0.0,0.1,1,94,1.1,107.4,87509,60647-2020-39,POINT (-87.701101 41.921058)
60644,13,03/22/2020,03/28/2020,68,91,142,190.7,141,234,296,490.4,0.5,0.3,0,0,0.0,0.0,47712,60644-2020-13,POINT (-87.756863 41.881113)
60623,29,07/12/2020,07/18/2020,72,3698,84,4301.1,1044,15743,1214,18310.3,0.1,0.2,2,152,2.3,176.8,85979,60623-2020-29,POINT (-87.717446 41.850321)
60605,14,03/29/2020,04/04/2020,13,52,47,189,65,254,236,923,0.1,0.1,0,0,0.0,0.0,27519,60605-2020-14,POINT (-87.623449 41.867824)
60606,32,08/02/2020,08/08/2020,3,49,97,1580.1,98,1767,3160,56981.6,0.0,0.1,0,1,0.0,32.2,3101,60606-2020-32,POINT (-87.63676 41.882634)
60621,32,08/02/2020,08/08/2020,19,674,65,2320.8,398,6987,1370,24058.3,0.0,0.1,0,51,0.0,175.6,29042,60621-2020-32,POINT (-87.638812 41.776931)
60617,24,06/07/2020,06/13/2020,41,1153,50,1397,925,8392,1121,10167.9,0.1,0.1,2,62,2.4,75.1,82534,60617-2020-24,POINT (-87.556897 41.721257)
60615,12,03/21/2021,03/27/2021,24,2059,58,4953.9,1821,69508,4381,167235.3,0.0,0.0,0,36,0.0,86.6,41563,60615-2021-12,POINT (-87.602725 41.801993)
60608,34,08/16/2020,08/22/2020,106,2336,134,2949.3,1862,22204,2351,28033.6,0.1,0.1,0,77,0.0,97.2,79205,60608-2020-34,POINT (-87.670366 41.849879)
60623,36,08/30/2020,09/05/2020,64,4244,74,4936.1,1147,24340,1334,28309.2,0.1,0.2,0,157,0.0,182.6,85979,60623-2020-36,POINT (-87.717446 41.850321)
60604,9,02/28/2021,03/06/2021,0,90,0,11509,68,1757,8696,224680.3,0.0,0.1,0,0,0.0,0.0,782,60604-2021-9,POINT (-87.629029 41.878153)
60628,36,08/30/2020,09/05/2020,49,1624,73,2433.9,979,19379,1467,29043.5,0.1,0.1,0,113,0.0,169.4,66724,60628-2020-36,POINT (-87.621537 41.694192)
60625,28,07/05/2020,07/11/2020,38,1579,48,1992.6,1432,12905,1807,16285.4,0.0,0.1,1,102,1.3,128.7,79243,60625-2020-28,POINT (-87.701816 41.971155)
60644,39,09/20/2020,09/26/2020,27,1636,57,3428.9,986,20371,2067,42695.8,0.0,0.1,0,94,0.0,197.0,47712,60644-2020-39,POINT (-87.756863 41.881113)
60626,8,02/21/2021,02/27/2021,22,3837,44,7715.7,3544,91102,7126,183193.2,0.0,0.0,1,156,2.0,313.7,49730,60626-2021-8,POINT (-87.669834 42.009469)
60657,10,03/01/2020,03/07/2020,,,,,4,4,6,5.7,0.0,0.0,0,0,0.0,0.0,70052,60657-2020-10,POINT (-87.658216 41.939715)
60644,11,03/08/2020,03/14/2020,3,5,6,10.5,10,14,21,29.3,0.0,0.0,0,0,0.0,0.0,47712,60644-2020-11,POINT (-87.756863 41.881113)
60605,43,10/18/2020,10/24/2020,76,554,276,2013.2,1210,13830,4397,50256.2,0.1,0.0,1,5,3.6,18.2,27519,60605-2020-43,POINT (-87.623449 41.867824)
60644,18,04/26/2020,05/02/2020,150,749,314,1569.8,744,2261,1559,4738.8,0.2,0.3,16,45,33.5,94.3,47712,60644-2020-18,POINT (-87.756863 41.881113)
60827,27,06/28/2020,07/04/2020,0,84,0,293.9,44,532,154,1861.6,0.0,0.1,0,7,0.0,24.5,28577,60827-2020-27,POINT (-87.633087 41.650765)
60620,16,04/12/2020,04/18/2020,90,496,132,728.4,376,1317,552,1934,0.2,0.3,9,41,13.2,60.2,68096,60620-2020-16,POINT (-87.651656 41.740873)
60615,10,03/07/2021,03/13/2021,17,2014,41,4845.7,2224,65609,5351,157854.3,0.0,0.0,0,36,0.0,86.6,41563,60615-2021-10,POINT (-87.602725 41.801993)
60640,35,08/23/2020,08/29/2020,39,1176,56,1686.9,1919,27000,2753,38729.1,0.0,0.0,0,90,0.0,129.1,69715,60640-2020-35,POINT (-87.662232 41.971888)
60654,15,04/05/2020,04/11/2020,39,85,204,444.2,51,205,266,1071.3,0.1,0.2,0,0,0.0,0.0,19135,60654-2020-15,POINT (-87.636354 41.892485)
60610,7,02/14/2021,02/20/2021,36,2871,92,7358,1431,53113,3667,136120.9,0.0,0.1,0,31,0.0,79.4,39019,60610-2021-7,POINT (-87.63581 41.90455)
60606,26,06/21/2020,06/27/2020,2,29,64,935.2,114,1021,3676,32924.9,0.0,0.1,1,1,32.2,32.2,3101,60606-2020-26,POINT (-87.63676 41.882634)
60630,11,03/08/2020,03/14/2020,,,,,6,6,10,10.5,0.0,0.0,0,0,0.0,0.0,57344,60630-2020-11,POINT (-87.759611 41.971261)
60640,13,03/28/2021,04/03/2021,91,4375,130,6275.6,2421,106071,3473,152149.5,0.0,0.0,0,149,0.0,213.7,69715,60640-2021-13,POINT (-87.662232 41.971888)
60601,11,03/08/2020,03/14/2020,,,,,5,6,34,40.9,0.0,0.0,0,0,0.0,0.0,14675,60601-2020-11,POINT (-87.622844 41.886262)
60651,51,12/13/2020,12/19/2020,258,5702,408,9019.6,1990,43026,3148,68059.7,0.2,0.2,6,108,9.5,170.8,63218,60651-2020-51,POINT (-87.741017 41.901964)
60640,22,05/24/2020,05/30/2020,35,790,50,1133.2,784,4496,1125,6449.1,0.0,0.1,2,78,2.9,111.9,69715,60640-2020-22,POINT (-87.662232 41.971888)
60602,34,08/16/2020,08/22/2020,0,20,0,1607.7,35,513,2814,41237.9,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-34,POINT (-87.628309 41.883136)
60639,10,03/07/2021,03/13/2021,74,13454,82,14863.5,2030,93775,2243,103599.3,0.0,0.2,1,224,1.1,247.5,90517,60639-2021-10,POINT (-87.75531 41.920609)
60618,52,12/20/2020,12/26/2020,216,6023,229,6380.6,3202,76894,3392,81459.8,0.1,0.1,7,92,7.4,97.5,94395,60618-2020-52,POINT (-87.703343 41.946699)
60639,11,03/14/2021,03/20/2021,85,13539,94,14957.4,2016,95791,2227,105826.5,0.1,0.2,2,226,2.2,249.7,90517,60639-2021-11,POINT (-87.75531 41.920609)
60630,5,01/31/2021,02/06/2021,91,4784,159,8342.6,1426,49198,2487,85794.5,0.1,0.1,2,111,3.5,193.6,57344,60630-2021-5,POINT (-87.759611 41.971261)
60626,44,10/25/2020,10/31/2020,143,1803,288,3625.6,2304,38594,4633,77607.1,0.1,0.0,2,123,4.0,247.3,49730,60626-2020-44,POINT (-87.669834 42.009469)
Unknown,49,11/29/2020,12/05/2020,42,411,0,0,2425,73533,0,0,0.1,0.1,0,6,0.0,0.0,0,Unknown-2020-49,
60602,13,03/22/2020,03/28/2020,,,,,3,7,241,562.7,0.0,0.0,0,0,0.0,0.0,1244,60602-2020-13,POINT (-87.628309 41.883136)
60653,19,05/03/2020,05/09/2020,52,375,163,1172.9,373,1672,1167,5229.6,0.1,0.2,3,24,9.4,75.1,31972,60653-2020-19,POINT (-87.611244 41.819261)
60618,4,01/24/2021,01/30/2021,134,7073,142,7493,2784,91665,2949,97107.9,0.1,0.1,2,103,2.1,109.1,94395,60618-2021-4,POINT (-87.703343 41.946699)
60637,27,06/28/2020,07/04/2020,15,656,32,1382.4,669,7665,1410,16152.5,0.0,0.1,1,26,2.1,54.8,47454,60637-2020-27,POINT (-87.604053 41.780991)
60661,51,12/13/2020,12/19/2020,20,531,202,5349.6,587,9201,5914,92696,0.0,0.1,0,1,0.0,10.1,9926,60661-2020-51,POINT (-87.644283 41.882786)
60628,39,09/20/2020,09/26/2020,26,1705,39,2555.3,860,22165,1289,33218.9,0.0,0.1,2,117,3.0,175.3,66724,60628-2020-39,POINT (-87.621537 41.694192)
Unknown,28,07/05/2020,07/11/2020,4,111,0,0,3009,32040,0,0,0.0,0.1,0,4,0.0,0.0,0,Unknown-2020-28,
60613,25,06/14/2020,06/20/2020,10,403,20,804.2,613,4216,1223,8413,0.0,0.1,1,29,2.0,57.9,50113,60613-2020-25,POINT (-87.661343 41.953742)
60625,40,09/27/2020,10/03/2020,59,2269,74,2863.3,1517,29825,1914,37637.4,0.0,0.1,1,114,1.3,143.9,79243,60625-2020-40,POINT (-87.701816 41.971155)
60607,5,01/31/2021,02/06/2021,21,2226,71,7522.6,1514,43381,5116,146602,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-5,POINT (-87.652727 41.876104)
60666,28,07/05/2020,07/11/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-28,POINT (-87.896371 41.979511)
60654,9,02/28/2021,03/06/2021,15,1782,78,9312.8,853,29002,4458,151565.2,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-9,POINT (-87.636354 41.892485)
60629,6,02/07/2021,02/13/2021,93,15777,83,14105.5,1724,96720,1541,86473,0.1,0.2,2,225,1.8,201.2,111850,60629-2021-6,POINT (-87.711565 41.777061)
60655,12,03/21/2021,03/27/2021,27,3240,94,11248.4,730,32875,2534,114133.5,0.0,0.1,0,35,0.0,121.5,28804,60655-2021-12,POINT (-87.701434 41.696456)
60645,20,05/10/2020,05/16/2020,128,927,268,1942.1,636,3247,1332,6802.6,0.2,0.3,10,53,21.0,111.0,47732,60645-2020-20,POINT (-87.695049 42.008927)
60617,40,09/27/2020,10/03/2020,84,2286,102,2769.8,1186,28825,1437,34925,0.1,0.1,1,82,1.2,99.4,82534,60617-2020-40,POINT (-87.556897 41.721257)
60660,21,05/17/2020,05/23/2020,36,380,83,878.8,321,1887,742,4363.8,0.1,0.2,3,38,6.9,87.9,43242,60660-2020-21,POINT (-87.666362 41.991062)
60654,21,05/17/2020,05/23/2020,7,137,37,716,157,824,820,4306.2,0.1,0.1,0,1,0.0,5.2,19135,60654-2020-21,POINT (-87.636354 41.892485)
60656,42,10/11/2020,10/17/2020,71,782,257,2835.5,702,10554,2545,38268.2,0.1,0.1,2,17,7.3,61.6,27579,60656-2020-42,POINT (-87.817934 41.974566)
60652,16,04/12/2020,04/18/2020,69,239,157,544.3,232,677,528,1541.9,0.3,0.3,2,8,4.6,18.2,43907,60652-2020-16,POINT (-87.714238 41.745398)
60643,17,04/19/2020,04/25/2020,146,490,293,982.6,938,1982,1881,3974.3,0.2,0.2,3,23,6.0,46.1,49870,60643-2020-17,POINT (-87.662381 41.700445)
60618,30,07/19/2020,07/25/2020,37,1589,39,1683.4,1807,18241,1914,19324.1,0.0,0.1,0,50,0.0,53.0,94395,60618-2020-30,POINT (-87.703343 41.946699)
60657,43,10/18/2020,10/24/2020,160,1420,228,2027.1,2780,36902,3968,52678,0.1,0.0,2,31,2.9,44.3,70052,60657-2020-43,POINT (-87.658216 41.939715)
60621,25,06/14/2020,06/20/2020,16,565,55,1945.5,362,3783,1246,13026,0.0,0.2,0,48,0.0,165.3,29042,60621-2020-25,POINT (-87.638812 41.776931)
60616,24,06/07/2020,06/13/2020,11,457,20,839.1,727,4552,1335,8357.8,0.0,0.1,2,34,3.7,62.4,54464,60616-2020-24,POINT (-87.629531 41.844869)
60656,12,03/15/2020,03/21/2020,4,5,14,18.1,25,28,91,101.5,0.0,0.0,0,0,0.0,0.0,27579,60656-2020-12,POINT (-87.817934 41.974566)
60630,36,08/30/2020,09/05/2020,56,1217,98,2122.3,960,15486,1674,27005.4,0.1,0.1,0,63,0.0,109.9,57344,60630-2020-36,POINT (-87.759611 41.971261)
60629,5,01/31/2021,02/06/2021,135,15684,121,14022.4,1997,94996,1785,84931.6,0.1,0.2,4,223,3.6,199.4,111850,60629-2021-5,POINT (-87.711565 41.777061)
60640,4,01/24/2021,01/30/2021,71,3890,102,5579.9,3289,83758,4718,120143.4,0.0,0.0,2,140,2.9,200.8,69715,60640-2021-4,POINT (-87.662232 41.971888)
60636,51,12/13/2020,12/19/2020,108,2346,335,7285,836,19480,2596,60491.3,0.1,0.1,3,79,9.3,245.3,32203,60636-2020-51,POINT (-87.668597 41.77599)
60647,45,11/01/2020,11/07/2020,456,3742,521,4276.1,4335,60964,4954,69666,0.1,0.1,0,96,0.0,109.7,87509,60647-2020-45,POINT (-87.701101 41.921058)
60641,22,05/24/2020,05/30/2020,108,1405,152,1978.2,1132,6329,1594,8911.2,0.1,0.2,1,42,1.4,59.1,71023,60641-2020-22,POINT (-87.746791 41.946682)
60604,47,11/15/2020,11/21/2020,8,66,1023,8439.9,82,859,10486,109846.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-47,POINT (-87.629029 41.878153)
60642,46,11/08/2020,11/14/2020,139,925,688,4579,1056,15280,5228,75639.8,0.2,0.1,1,16,5.0,79.2,20201,60642-2020-46,POINT (-87.657821 41.899935)
60640,44,10/25/2020,10/31/2020,134,1723,192,2471.5,2410,45684,3457,65529.7,0.1,0.0,0,90,0.0,129.1,69715,60640-2020-44,POINT (-87.662232 41.971888)
60612,31,07/26/2020,08/01/2020,17,832,50,2424.9,676,8780,1970,25589.5,0.0,0.1,0,29,0.0,84.5,34311,60612-2020-31,POINT (-87.687011 41.88004)
60602,7,02/14/2021,02/20/2021,2,92,161,7395.5,37,1887,2974,151688.1,0.1,0.1,1,2,80.4,160.8,1244,60602-2021-7,POINT (-87.628309 41.883136)
60645,13,03/28/2021,04/03/2021,66,4492,138,9410.9,1335,62615,2797,131180.3,0.0,0.1,0,107,0.0,224.2,47732,60645-2021-13,POINT (-87.695049 42.008927)
60666,38,09/13/2020,09/19/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-38,POINT (-87.896371 41.979511)
60641,46,11/08/2020,11/14/2020,535,4484,753,6313.4,3515,46356,4949,65269,0.2,0.1,1,65,1.4,91.5,71023,60641-2020-46,POINT (-87.746791 41.946682)
60613,50,12/06/2020,12/12/2020,139,2401,277,4791.2,2511,45167,5011,90130.3,0.1,0.1,1,37,2.0,73.8,50113,60613-2020-50,POINT (-87.661343 41.953742)
60613,39,09/20/2020,09/26/2020,37,816,74,1628.3,1145,19072,2285,38058,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-39,POINT (-87.661343 41.953742)
60619,13,03/22/2020,03/28/2020,98,129,160,210.6,222,348,362,568.1,0.4,0.3,0,0,0.0,0.0,61258,60619-2020-13,POINT (-87.60569 41.744737)
60620,46,11/08/2020,11/14/2020,276,2676,405,3929.7,2295,32405,3370,47587.2,0.1,0.1,4,87,5.9,127.8,68096,60620-2020-46,POINT (-87.651656 41.740873)
60622,14,03/29/2020,04/04/2020,34,100,64,189.4,130,371,246,702.7,0.2,0.2,1,1,1.9,1.9,52793,60622-2020-14,POINT (-87.681818 41.902762)
60620,31,07/26/2020,08/01/2020,43,1427,63,2095.6,948,13990,1392,20544.5,0.1,0.1,1,72,1.5,105.7,68096,60620-2020-31,POINT (-87.651656 41.740873)
60652,24,06/07/2020,06/13/2020,18,953,41,2170.5,468,4537,1066,10333.2,0.0,0.2,4,44,9.1,100.2,43907,60652-2020-24,POINT (-87.714238 41.745398)
60632,16,04/12/2020,04/18/2020,264,469,290,515.2,477,1092,524,1199.5,0.5,0.4,1,9,1.1,9.9,91039,60632-2020-16,POINT (-87.711251 41.810038)
60619,21,05/17/2020,05/23/2020,59,824,96,1345.1,1413,5482,2307,8949,0.1,0.2,6,56,9.8,91.4,61258,60619-2020-21,POINT (-87.60569 41.744737)
60827,8,02/21/2021,02/27/2021,7,288,24,1007.8,,807,0,2823.9,0.0,0.1,0,13,0.0,45.5,28577,60827-2021-8,POINT (-87.633087 41.650765)
60639,19,05/03/2020,05/09/2020,537,2172,593,2399.5,1609,5392,1778,5956.9,0.3,0.4,18,62,19.9,68.5,90517,60639-2020-19,POINT (-87.75531 41.920609)
60656,21,05/17/2020,05/23/2020,22,234,80,848.5,284,1824,1030,6613.7,0.1,0.1,0,7,0.0,25.4,27579,60656-2020-21,POINT (-87.817934 41.974566)
60647,10,03/07/2021,03/13/2021,79,7931,90,9063.1,2642,124131,3019,141849.4,0.0,0.1,1,142,1.1,162.3,87509,60647-2021-10,POINT (-87.701101 41.921058)
60641,49,11/29/2020,12/05/2020,427,5670,601,7983.3,3457,56225,4867,79164.5,0.2,0.1,3,76,4.2,107.0,71023,60641-2020-49,POINT (-87.746791 41.946682)
60653,45,11/01/2020,11/07/2020,111,1107,347,3462.4,1155,19766,3612,61822.8,0.1,0.1,2,43,6.3,134.5,31972,60653-2020-45,POINT (-87.611244 41.819261)
60652,49,11/29/2020,12/05/2020,237,3560,540,8108,1291,27060,2940,61630.3,0.2,0.1,3,70,6.8,159.4,43907,60652-2020-49,POINT (-87.714238 41.745398)
60644,35,08/23/2020,08/29/2020,34,1548,71,3244.5,1077,16573,2257,34735.5,0.0,0.1,0,93,0.0,194.9,47712,60644-2020-35,POINT (-87.756863 41.881113)
60659,12,03/21/2021,03/27/2021,63,3770,153,9179.9,1099,42013,2676,102301.1,0.1,0.1,0,86,0.0,209.4,41068,60659-2021-12,POINT (-87.703266 41.990803)
60642,38,09/13/2020,09/19/2020,17,381,84,1886,604,8440,2990,41780.1,0.0,0.0,0,13,0.0,64.4,20201,60642-2020-38,POINT (-87.657821 41.899935)
60659,25,06/14/2020,06/20/2020,24,793,58,1930.9,579,4160,1410,10129.5,0.0,0.2,1,41,2.4,99.8,41068,60659-2020-25,POINT (-87.703266 41.990803)
60620,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,68096,60620-2020-10,POINT (-87.651656 41.740873)
60626,25,06/14/2020,06/20/2020,15,1115,30,2242.1,1273,7508,2560,15097.5,0.0,0.1,6,113,12.1,227.2,49730,60626-2020-25,POINT (-87.669834 42.009469)
60619,26,06/21/2020,06/27/2020,30,975,49,1591.6,919,9628,1500,15717.1,0.0,0.1,1,63,1.6,102.8,61258,60619-2020-26,POINT (-87.60569 41.744737)
60618,25,06/14/2020,06/20/2020,50,1374,53,1455.6,1292,9875,1369,10461.4,0.1,0.2,5,47,5.3,49.8,94395,60618-2020-25,POINT (-87.703343 41.946699)
60612,6,02/07/2021,02/13/2021,21,2948,61,8592,2144,53087,6249,154723,0.0,0.1,2,59,5.8,172.0,34311,60612-2021-6,POINT (-87.687011 41.88004)
60657,26,06/21/2020,06/27/2020,19,388,27,553.9,925,6500,1320,9278.8,0.0,0.1,0,28,0.0,40.0,70052,60657-2020-26,POINT (-87.658216 41.939715)
60639,29,07/12/2020,07/18/2020,65,3732,72,4123,1454,19498,1606,21540.7,0.1,0.2,1,114,1.1,125.9,90517,60639-2020-29,POINT (-87.75531 41.920609)
60624,20,05/10/2020,05/16/2020,73,671,202,1855.7,400,2399,1106,6634.8,0.2,0.3,1,20,2.8,55.3,36158,60624-2020-20,POINT (-87.722735 41.879417)
60630,13,03/28/2021,04/03/2021,112,5316,195,9270.4,1635,60190,2851,104963,0.1,0.1,0,121,0.0,211.0,57344,60630-2021-13,POINT (-87.759611 41.971261)
60637,17,04/19/2020,04/25/2020,73,306,154,644.8,580,1569,1222,3306.4,0.1,0.2,5,13,10.5,27.4,47454,60637-2020-17,POINT (-87.604053 41.780991)
60640,14,03/29/2020,04/04/2020,44,100,63,143.4,167,404,240,579.5,0.2,0.2,2,3,2.9,4.3,69715,60640-2020-14,POINT (-87.662232 41.971888)
60707,39,09/20/2020,09/26/2020,10,586,23,1362.2,,4389,0,10202.5,0.0,0.1,0,12,0.0,27.9,43019,60707-2020-39,POINT (-87.808283 41.921777)
60632,11,03/14/2021,03/20/2021,63,12597,69,13836.9,1517,80999,1666,88971.8,0.1,0.2,1,193,1.1,212.0,91039,60632-2021-11,POINT (-87.711251 41.810038)
60624,52,12/20/2020,12/26/2020,71,2455,196,6789.6,736,23837,2036,65924.6,0.1,0.1,2,57,5.5,157.6,36158,60624-2020-52,POINT (-87.722735 41.879417)
60620,50,12/06/2020,12/12/2020,211,3525,310,5176.5,2372,41292,3483,60637.9,0.1,0.1,3,103,4.4,151.3,68096,60620-2020-50,POINT (-87.651656 41.740873)
60607,1,01/03/2021,01/09/2021,101,2043,341,6904.1,1808,37056,6110,125227.3,0.1,0.1,0,5,0.0,16.9,29591,60607-2021-1,POINT (-87.652727 41.876104)
60644,26,06/21/2020,06/27/2020,16,1313,34,2751.9,680,7809,1425,16367,0.0,0.2,3,92,6.3,192.8,47712,60644-2020-26,POINT (-87.756863 41.881113)
60645,38,09/13/2020,09/19/2020,21,1424,44,2983.3,1052,16964,2204,35540.1,0.0,0.1,0,70,0.0,146.7,47732,60645-2020-38,POINT (-87.695049 42.008927)
60611,47,11/15/2020,11/21/2020,129,1201,398,3703.8,1955,25842,6029,79695.3,0.1,0.1,0,5,0.0,15.4,32426,60611-2020-47,POINT (-87.620291 41.894734)
60619,43,10/18/2020,10/24/2020,88,1648,144,2690.3,1288,26619,2103,43453.9,0.1,0.1,0,72,0.0,117.5,61258,60619-2020-43,POINT (-87.60569 41.744737)
60640,10,03/07/2021,03/13/2021,40,4168,57,5978.6,2243,98745,3217,141641,0.0,0.0,2,148,2.9,212.3,69715,60640-2021-10,POINT (-87.662232 41.971888)
60640,52,12/20/2020,12/26/2020,135,3248,194,4659,2443,68354,3504,98047.8,0.1,0.0,2,122,2.9,175.0,69715,60640-2020-52,POINT (-87.662232 41.971888)
60659,26,06/21/2020,06/27/2020,20,813,49,1979.6,605,4765,1473,11602.7,0.0,0.2,0,41,0.0,99.8,41068,60659-2020-26,POINT (-87.703266 41.990803)
60652,38,09/13/2020,09/19/2020,61,1608,139,3662.3,767,13983,1747,31846.9,0.1,0.1,0,50,0.0,113.9,43907,60652-2020-38,POINT (-87.714238 41.745398)
60653,49,11/29/2020,12/05/2020,121,1603,378,5013.8,1413,25677,4420,80310.9,0.1,0.1,1,47,3.1,147.0,31972,60653-2020-49,POINT (-87.611244 41.819261)
60666,25,06/14/2020,06/20/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-25,POINT (-87.896371 41.979511)
60659,51,12/13/2020,12/19/2020,137,2810,334,6842.3,1467,25382,3572,61804.8,0.1,0.1,5,68,12.2,165.6,41068,60659-2020-51,POINT (-87.703266 41.990803)
60615,39,09/20/2020,09/26/2020,15,642,36,1544.6,1120,15631,2695,37608,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-39,POINT (-87.602725 41.801993)
60616,14,03/29/2020,04/04/2020,52,101,96,185.4,141,365,259,670.2,0.3,0.2,4,4,7.3,7.3,54464,60616-2020-14,POINT (-87.629531 41.844869)
60649,22,05/24/2020,05/30/2020,42,797,91,1731.7,580,4479,1260,9731.9,0.1,0.2,4,109,8.7,236.8,46024,60649-2020-22,POINT (-87.571522 41.762202)
60603,10,03/07/2021,03/13/2021,2,68,170,5792.2,74,1933,6303,164650.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-10,POINT (-87.625473 41.880112)
60624,44,10/25/2020,10/31/2020,83,1462,230,4043.4,904,15636,2500,43243.5,0.1,0.1,1,35,2.8,96.8,36158,60624-2020-44,POINT (-87.722735 41.879417)
60643,23,05/31/2020,06/06/2020,18,718,36,1439.7,405,4982,812,9990,0.1,0.1,3,58,6.0,116.3,49870,60643-2020-23,POINT (-87.662381 41.700445)
60625,51,12/13/2020,12/19/2020,247,4946,312,6241.6,3258,61059,4111,77052.9,0.1,0.1,6,141,7.6,177.9,79243,60625-2020-51,POINT (-87.701816 41.971155)
60646,33,08/09/2020,08/15/2020,14,471,50,1682.9,496,7318,1772,26147.9,0.0,0.1,1,43,3.6,153.6,27987,60646-2020-33,POINT (-87.761826 41.993931)
60624,7,02/14/2021,02/20/2021,24,2833,66,7835.1,782,31203,2163,86296.3,0.0,0.1,1,69,2.8,190.8,36158,60624-2021-7,POINT (-87.722735 41.879417)
60607,13,03/28/2021,04/03/2021,43,2464,145,8326.9,1844,56646,6232,191429.8,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-13,POINT (-87.652727 41.876104)
60652,51,12/13/2020,12/19/2020,145,3893,330,8866.5,1140,29565,2596,67335.5,0.1,0.1,3,76,6.8,173.1,43907,60652-2020-51,POINT (-87.714238 41.745398)
60827,31,07/26/2020,08/01/2020,1,97,4,339.4,57,765,200,2677,0.0,0.1,0,7,0.0,24.5,28577,60827-2020-31,POINT (-87.633087 41.650765)
60614,52,12/20/2020,12/26/2020,125,3846,175,5393.5,4235,78898,5939,110644,0.0,0.0,1,81,1.4,113.6,71308,60614-2020-52,POINT (-87.652064 41.922605)
60640,41,10/04/2020,10/10/2020,48,1381,69,1980.9,2217,38133,3180,54698.4,0.0,0.0,0,90,0.0,129.1,69715,60640-2020-41,POINT (-87.662232 41.971888)
60606,19,05/03/2020,05/09/2020,2,19,64,612.7,54,279,1741,8997.1,0.2,0.2,0,0,0.0,0.0,3101,60606-2020-19,POINT (-87.63676 41.882634)
60637,8,02/21/2021,02/27/2021,24,2840,51,5984.7,4018,100073,8467,210884.2,0.0,0.0,0,54,0.0,113.8,47454,60637-2021-8,POINT (-87.604053 41.780991)
60651,49,11/29/2020,12/05/2020,380,5111,601,8084.7,2235,38823,3535,61411.3,0.2,0.1,6,99,9.5,156.6,63218,60651-2020-49,POINT (-87.741017 41.901964)
60651,24,06/07/2020,06/13/2020,57,1777,90,2810.9,795,7453,1258,11789.4,0.1,0.2,1,65,1.6,102.8,63218,60651-2020-24,POINT (-87.741017 41.901964)
60607,12,03/15/2020,03/21/2020,14,17,47,57.4,73,78,247,263.6,0.2,0.1,0,0,0.0,0.0,29591,60607-2020-12,POINT (-87.652727 41.876104)
60647,20,05/10/2020,05/16/2020,183,1074,209,1227.3,851,4008,972,4580.1,0.2,0.3,11,56,12.6,64.0,87509,60647-2020-20,POINT (-87.701101 41.921058)
60636,5,01/31/2021,02/06/2021,27,2761,84,8573.7,620,24505,1925,76095.4,0.1,0.1,1,92,3.1,285.7,32203,60636-2021-5,POINT (-87.668597 41.77599)
60616,22,05/24/2020,05/30/2020,30,428,55,785.8,572,3450,1050,6334.5,0.1,0.1,3,32,5.5,58.8,54464,60616-2020-22,POINT (-87.629531 41.844869)
60629,11,03/08/2020,03/14/2020,,,,,5,7,4,6.3,0.0,0.0,0,0,0.0,0.0,111850,60629-2020-11,POINT (-87.711565 41.777061)
